type;fr;en;de;es;it;ja;pt;pl;ro;th;ar;cn;# glossaire.csv V1.1.0 - 07/01/2026 12:41:28
pt;maxillaires ens avants;maxillae ens avants;Maxillae ens avants;maxillae ens avants;maxillae ens avants;上顎骨;maxillae ens avants;szczęki przednie;maxillae ens avants;การยื่นของกระดูกขากรรไกรบน;الفك العلوي العلوي;上颌骨;
pt;maxillaires ens retraits;recessed jaws;Kieferknochen ens zurückgezogen;mordazas empotradas;ganasce incassate;埋め込み式ジョー;mandíbulas rebaixadas;zagłębione szczęki;fălci încastrate;ขากรรไกรหดตัว;فكوك غائرة;凹槽式颚板;
pt;maxillaires proéminents;prominent jaws;vorstehende Kieferknochen;mandíbulas prominentes;mascelle prominenti;出っ歯;maxilares proeminentes;wydatne szczęki;maxilare proeminente;กรามที่เด่นชัด;الفكين البارزين;眣;
pt;maxillaires reculés;set-back jaws;zurückliegende Kieferknochen;mordazas retranqueadas;ganasce arretrate;セットバック ジョー;maxilas recuadas;szczęki cofnięte;fălci set-back;ขากรรไกรหดตัว;فكين متراجعين للخلف;后退卡爪;
pt;mégalodontie;megalodontics;Megalodontie;megalodoncia;megalodonzia;メガロドンティックス;megalodontia;megalodoncja;megalodonție;เมกาโลดอนเทีย;ميغالودونتكس;巨齿症;
pt;mégalodonties;megalodontia;Megalodontien;megalodoncia;megalodontia;メガロドンティア;megalodontia;megalodontia;megalodonție;เมกาโลดอน;ميجالودونتيا;巨牙症;
pt;menton en avant;chin forward;Kinn nach vorne;barbilla hacia delante;mento in avanti;顎が前に出る;queixo para a frente;podbródek do przodu;bărbia înainte;คางยื่น;الذقن إلى الأمام;下巴向前;
pt;menton proéminent;prominent chin;vorstehendes Kinn;mentón prominente;mento prominente;頤;queixo proeminente;wydatny podbródek;bărbie proeminentă;คางที่เด่นชัด;ذقن بارزة;突出的下巴;
pt;mésiocclusion;mesiocclusion;Mesiokklusion;mesioclusión;mesiocclusione;正中咬合;mesioclusão;mezjokluzja;meziocluzie;การสบฟันแบบเมซิโอ;ميسيوكولكولنغ;中层闭锁;
pt;mésiocclusion dentaire;dental mesiocclusion;Zahnmesiokklusion;mesioclusión dental;mesiocclusione dentale;歯科的中咬合;mesioclusão dentária;mezjokluzja zębów;mesiocluzie dentară;การสบฟันแบบเมซิโอในทางทันตกรรม;انسداد الأسنان المتوسط;牙齿间咬合;
pt;mésiocclusionne;mesiocclusionne;mesiocclusionne;mesiocclusionne;mesiocclusione;メシオコンクリュージョン;mesioclusão;mezokluzja;mesiocclusionne;การสบฟันแบบเมซิโอ;ميزيوكولكولن;中缝;
pt;mésiocclusionnes;mesiocclusions;mesiocclusiones;mesiocclusionnes;mesiocclusione;中黄咬合;mesioclusão;mezokluzje;mesiocclusionnes;การสบฟันแบบเมซิโอ;ميسيوكولكولنيس;中层闭塞;
pt;mésiocclusions;mesiocclusions;Mesiokklusionen;mesioclusiones;mesiocclusioni;中黄咬合;mesioclusões;mezokluzje;mesiocclusii;การสบฟันแบบยื่นเข้าด้านใน;الاستنتاجات المتوسطة;中间夹杂物;
pt;mésiocclusions dentaires;dental mesiocclusions;Zahnmesiokklusionen;mesioclusiones dentales;mesiocclusioni dentali;歯性中咬合;mesioclusões dentárias;mezjokluzja zębów;mesiocluzii dentare;การสบฟันผิดปกติ;استنتاجات ميزو الأسنان;牙齿中层咬合;
pt;mésiodens;mesiodens;messiodens;mesiodens;mesiodens;中間膜;mesiodens;mezjodeny;mesiodens;เมซิโอเดนส์;ميزيودينس;介齿;
pt;mésiodensse;mesiodensis;mesiodensis;mesiodensis;mesiodensis;メシオデンシス;mesiodensis;mesiodensis;mesiodensis;เมซิโอเดนส์;ميزيودينسيس;mesiodensis;
pt;mésiodensses;mesiodenses;messiodensses;mesiodenses;mesiodenses;中間期;mesiodenses;mesiodenses;mesiodenses;เมซิโอเดนส์;ميسيودينسز;中碘;
pt;mésio-occlusion;mesio-occlusion;mesio-occlusion;mesio-oclusión;mesio-occlusione;中間咬合;mesio-oclusão;mezjokluzja;mezio-ocluzie;การสบฟันแบบเมซิโอ;الانطباق الميزو-احتواء;中闭塞;
pt;mésio-occlusionne;mesio-occlusionne;mesio-occlusionne;mesio-occlusionne;mesio-occlusione;メシオ・オクルージョン;mesio-oclusão;mesio-occlusionne;mesio-occlusionne;การสบฟันแบบเมซิโอ;ميسيو-أوكولكولن;中闭塞;
pt;mésio-occlusionnes;mesio-occlusal;mesio-okklusale;mesio-oclusal;mesio-occlusale;中胚葉性;mesio-oclusal;mesio-occlusal;mesio-occlusal;การสบฟันแบบเมซิโอ;ميزو-كولوسيكال;中底面;
pt;mésio-occlusions;mesio-occlusions;mesio-occlusions;mesio-oclusiones;mesio-occlusioni;中間卵巣;mesio-oclusões;mezjokluzje;mezio-ocluzii;การสบฟันแบบเมซิโอ;الاستنتاجات المتوسطة;中层闭锁物;
pt;mesure anb;anb measure;anb-Messung;medir anb;misurare l'anb;ANB措置;medida anb;pomiar anb;măsura anb;การวัด ANB;قياس anb;测量;
pt;mesure de wits;wits measurement;Wits-Messung;medición del ingenio;misura dell'ingegno;ウィッツ測定;medição da sagacidade;pomiar rozumu;măsurarea inteligenței;มาตรวัดความเฉลียวฉลาด;قياس الذكاء;智慧测量;
pt;mesure sna;ans measure;Sna-Messung;medir sna;misura sna;ANSメジャー;medir sna;pomiar sna;măsura sna;การวัดสเน;قياس سنا;测量;
pt;mesure snb;snb measure;snb-Messung;medición snb;Misura snb;SNBの措置;medição snb;pomiar snb;măsurare snb;มาตรการของ SNB;قياس snb;snb 测量;
pt;mesures anbs;anb measures;anbs-Maßnahmen;medidas anbs;misure anbs;ANB対策;medidas anbs;środki anbs;măsuri anbs;มาตรการของ anbs;مقاييس الأنبس;异常测量;
pt;mesures snas;sna measures;snas-Maßnahmen;medidas snas;misure snas;SNA対策;medidas do snas;środki snas;măsuri snas;มาตรการ;تدابير سناس;snas 措施;
pt;mesures snbs;snb measures;snbs-Maßnahmen;medidas snbs;misure snbs;SNBの措置;medidas de snbs;środki snbs;măsuri snbs;snbs measures;تدابير snbs;监测和监督措施;
pt;métal inoxydable;non-corrodible metal;rostfreies Metall;metal no corrosible;metallo non corrodibile;非腐食性金属;metal não corroível;metal nieulegający korozji;metal necorozibil;สแตนเลส;معدن غير قابل للتآكل;非易腐金属;
pt;métallique;metallic;metallisch;metálico;metallico;メタリック;metálico;metaliczny;metalic;โลหะ;معدني;光面;
pt;métalliques;metal;metallisch;metal;metallo;メタル;metal;metal;metal;โลหะ;معدن;金属;
pt;métaux inoxydables;stainless metals;rostfreie Metalle;metales inoxidables;metalli inossidabili;ステンレス金属;metais inoxidáveis;metale nierdzewne;metale inoxidabile;โลหะสแตนเลส;معادن غير قابلة للصدأ;不锈钢;
pt;meulage;grinding;Schleifen;molienda;rettifica;研磨;trituração;szlifowanie;măcinare;การบด;الطحن;打磨;
pt;meulages;grinding;Schleifen;molienda;rettifica;研磨;trituração;szlifowanie;măcinare;การบด;الطحن;打磨;
pt;mini implant;mini implant;Mini-Implantat;miniimplante;mini impianto;ミニインプラント;mini-implante;mini implant;mini implant;มินิ อิมแพลนท์;غرسة صغيرة مزروعة;微型植入体;
pt;minis implants;mini implants;Mini-Implantate;miniimplantes;mini impianti;ミニインプラント;mini-implantes;mini implanty;mini-implanturi;มินิอิมพลานต์;الغرسات الصغيرة;微型种植体;
pt;mini-vis;mini-screw;Minischraube;minitornillo;mini-vite;ミニスクリュー;mini-parafuso;miniśruba;mini-șurub;สกรูขนาดเล็ก;برغي صغير;微型螺丝;
pt;mini-visse;mini screw;Minischraube;mini tornillo;mini vite;ミニスクリュー;mini-parafuso;mini śruba;mini șurub;ไขควงขนาดเล็ก;برغي صغير;微型螺丝;
pt;mini-visses;mini screws;Minischrauben;minitornillos;mini viti;ミニスクリュー;mini-parafusos;mini śruby;mini-șuruburi;สกรูขนาดเล็ก;براغي صغيرة;微型螺丝;
pt;mixed dentition;mixed dentition;gemischtes Gebiss;dentición mixta;dentizione mista;混合歯列;dentição mista;uzębienie mieszane;dentiție mixtă;ฟันผสม;الأسنان المختلطة;混合牙列;
pt;mixeds dentitions;mixeds dentitions;gemischte Gebisse;denticiones mixtas;mescola le dentizioni;混合歯列;dentições mistas;mieszane uzębienie;amestecă dentițiile;ฟันผสม;خلط الأسنان المختلطة;混合牙列;
pt;molaire de douze ans;twelve-year-old molar;zwölfjähriger Backenzahn;muela de doce años;molare di dodici anni;12歳臼歯;molar de doze anos;dwunastoletni trzonowiec;molar de doisprezece ani;ฟันกรามซี่ที่สิบสอง;الضرس البالغ من العمر اثني عشر عاماً;臼齿;
pt;molaire de six ans;six-year-old molar;sechs Jahre alter Backenzahn;muela de seis años;molare di sei anni;六歳臼歯;molar de seis anos;sześcioletni trzonowiec;molar de șase ani;ฟันกรามอายุหกปี;ضرس عمره ست سنوات;六龄臼齿;
pt;molaires des douzes ans;twelve-year-old molars;Molaren der Zwölfjährigen;Muelas de doce años;Molari di dodici anni;12歳臼歯;Molares de doze anos;Dwunastoletnie zęby trzonowe;Molari de 12 ani;ฟันกรามอายุยี่สิบปี;الأضراس ذات الاثني عشر عاماً;12 岁的臼齿;
pt;molaires des six ans;six-year-old molars;Backenzähne der Sechsjährigen;Muelas de seis años;Molari di sei anni;6歳臼歯;Molares de seis anos;Sześcioletnie zęby trzonowe;Molari de șase ani;ฟันกรามถาวรซี่ที่หก;الأضراس البالغة من العمر ست سنوات;六岁的臼齿;
pt;monitoring;monitoring;Monitoring;control;monitoraggio;モニタリング;controlo;monitoring;monitorizare;การติดตามตรวจสอบ;المراقبة;监测;
pt;monitorings;monitoring;monitorings;control;monitoraggio;モニタリング;controlo;monitoring;monitorizare;การติดตามตรวจสอบ;المراقبة;监测;
pt;monitoringue;monitoringue;monitoring;seguimiento;Monitoraggio;モニタリング;controloue;monitoringue;monitorizareue;การติดตามตรวจสอบ;الرصد;监测;
pt;monitoringues;monitoring;monitoringues;control;monitoraggio;モニタリング;controlo;monitoring;monitorizare;การติดตามตรวจสอบ;المراقبة;监测;
pt;monobloc;monobloc;Monoblock;monobloque;monoblocco;モノブロック;monobloco;monoblok;monobloc;โมโนบล็อก;أحادية الكتلة;单体;
pt;monoblocs;monoblocs;Monoblocks;monobloques;monoblocco;モノブロック;monoblocos;monobloki;monoblocuri;โมโนบล็อก;أحادية الكتلة;单体;
pt;monobloque;monobloc;monobloque;monobloque;monoblocco;モノブロック;monobloco;monoblok;monobloc;โมโนบล็อก;أحادية الكتلة;单体;
pt;monobloques;monoblock;Monoblöcke;monobloque;monoblocco;モノブロック;monobloco;monoblok;monobloc;โมโนบล็อก;قطعة واحدة;单体;
pt;mord mal;bites poorly;beißt schlecht;malas mordeduras;morsi cattivi;悪い噛み合わせ;mordidas más;złe ukąszenia;mușcături rele;กัดแรง;لدغات سيئة;劣势;
pt;mors mal;bites poorly;Gebiss schlecht;mala suerte;parte negativa;バッドビット;parte má;zły bit;bit rău;นิดหน่อย;جزء سيء;坏处;
pt;morsure béante;gaping bite;klaffender Biss;mordida abierta;morso a vuoto;ぽかん;mordida aberta;rozdziawiona paszcza;mușcătură deschisă;คำกัดที่กว้าง;العضة الفاغرة;大口咬;
pt;morsure croisée;cross bite;Kreuzbiss;mordida cruzada;morso incrociato;クロスバイト;mordida cruzada;ugryzienie krzyżowe;mușcătură încrucișată;ครอสไบต์;عضة متقاطعة;咬伤;
pt;morsure inversée;reverse bite;umgekehrter Biss;mordida inversa;morso inverso;リバースバイト;mordida inversa;odwrotne ugryzienie;mușcătură inversă;การกัดย้อน;عضة عكسية;反咬;
pt;morsure ouverte;open bite;offener Biss;mordida abierta;morso aperto;オープンバイト;mordida aberta;otwarte ugryzienie;mușcătură deschisă;ฟันเปิด;عضة مفتوحة;开放式咬合;
pt;morsure profonde;deep bite;tiefer Biss;mordida profunda;morso profondo;深噛み;mordida profunda;głębokie ugryzienie;mușcătură adâncă;กัดลึก;عضة عميقة;深咬;
